7.568831000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.821839850000000000e+08
0.000000000000000000e+00,0.000000000000000000e+00,4.825000000000000000e+03,1.463000000000000000e+03,0.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.755000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.405000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.131000000000000000e+03,2.827000000000000000e+03,0.000000000000000000e+00,2.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.487000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.912000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.140000000000000000e+02,2.790000000000000000e+02,0.000000000000000000e+00,7.168000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,7.452000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.060000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.575000000000000000e+03,1.379000000000000000e+03,0.000000000000000000e+00,8.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.183320000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,2.818000000000000000e+03,0.000000000000000000e+00,3.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.370000000000000000e+02,4.940000000000000000e+02,0.000000000000000000e+00,1.170000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00,3.300400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.490000000000000000e+03,0.000000000000000000e+00,7.000000000000000000e+00,3.900000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.950000000000000000e+02,4.900000000000000000e+02,0.000000000000000000e+00,2.440000000000000000e+02,1.400000000000000000e+01,0.000000000000000000e+00,5.279000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.096000000000000000e+03,8.070000000000000000e+02,2.500000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01,0.000000000000000000e+00,1.980000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00
