9.266349100000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.220082700000000000e+07
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.347657000000000000e+06,1.796029000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.083100000000000000e+04,1.914540000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.383000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.870000000000000000e+02,0.000000000000000000e+00,5.180000000000000000e+02,1.430000000000000000e+03,2.300000000000000000e+01,5.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.376672000000000000e+06,7.872403000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.042000000000000000e+03,0.000000000000000000e+00,3.392300000000000000e+04,6.511340000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.907860000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.300000000000000000e+01,5.358300000000000000e+04,1.500000000000000000e+01,4.819000000000000000e+03,2.524600000000000000e+04,5.496000000000000000e+03,1.081100000000000000e+04,0.000000000000000000e+00,8.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.138200000000000000e+04,2.825930000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.984000000000000000e+03,0.000000000000000000e+00,3.831000000000000000e+03,7.865100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.409700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.148800000000000000e+04,1.850000000000000000e+02,7.770000000000000000e+02,1.590000000000000000e+02,6.220000000000000000e+02,1.263000000000000000e+03,0.000000000000000000e+00,3.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.020600000000000000e+04,3.341600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.932400000000000000e+04,0.000000000000000000e+00,3.180000000000000000e+02,2.924900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.705000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.252500000000000000e+04,1.800000000000000000e+01,2.509000000000000000e+03,0.000000000000000000e+00,7.909000000000000000e+03,1.486400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.179000000000000000e+03,1.168000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.850000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.030000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.610000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.090000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.151010000000000000e+05,6.517190000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.646000000000000000e+03,0.000000000000000000e+00,3.492400000000000000e+04,6.016200000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,2.203446000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.100000000000000000e+01,1.728460000000000000e+05,2.040000000000000000e+03,8.528400000000000000e+04,1.946000000000000000e+03,1.280570000000000000e+05,3.079460000000000000e+05,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.700000000000000000e+01,4.930000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.720000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.570000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.760000000000000000e+02,0.000000000000000000e+00,1.201000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.010000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
