4.252800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.599819470000000000e+08
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.029661000000000000e+06,3.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.485000000000000000e+03,1.518000000000000000e+04,0.000000000000000000e+00,1.572510000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.506000000000000000e+03,9.000000000000000000e+00,6.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.054856000000000000e+06,1.620000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.770000000000000000e+03,1.672200000000000000e+04,0.000000000000000000e+00,6.344390000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.980000000000000000e+02,2.113900000000000000e+04,2.920000000000000000e+02,4.173000000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.708680000000000000e+05,2.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.450000000000000000e+02,2.670000000000000000e+03,0.000000000000000000e+00,3.048820000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.420000000000000000e+02,5.060000000000000000e+03,1.230000000000000000e+02,5.017000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.910000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.340000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.954790000000000000e+05,4.028000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,4.752000000000000000e+03,3.331900000000000000e+04,0.000000000000000000e+00,6.341896000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.651000000000000000e+03,2.539500000000000000e+04,7.118000000000000000e+03,7.241000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.150000000000000000e+03,4.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.200000000000000000e+01,1.920000000000000000e+02,0.000000000000000000e+00,3.185900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.400000000000000000e+01,3.124000000000000000e+03,1.900000000000000000e+01
