1.812000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.745100000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.363644800000000000e+07,1.089030000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.334770000000000000e+05,1.217174000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,3.037440000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00,9.047000000000000000e+03,1.242220000000000000e+05,0.000000000000000000e+00,1.543000000000000000e+03,1.000000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.011337600000000000e+07,6.720000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.293040000000000000e+05,5.606410000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.945128000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.090000000000000000e+02,0.000000000000000000e+00,1.229000000000000000e+04,2.377600000000000000e+05,7.700000000000000000e+01,9.185000000000000000e+03,1.000000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.228748000000000000e+06,2.633500000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.924000000000000000e+04,1.018590000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,9.762620000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.070000000000000000e+02,0.000000000000000000e+00,9.115000000000000000e+03,2.166500000000000000e+04,8.000000000000000000e+01,1.896000000000000000e+03,1.500000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.649950000000000000e+05,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.100000000000000000e+01,3.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.334700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.140000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.450000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.192808000000000000e+06,2.551570000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,4.855400000000000000e+04,3.423950000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,2.608143600000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.103000000000000000e+04,0.000000000000000000e+00,2.218800000000000000e+04,8.609000000000000000e+04,3.709000000000000000e+03,5.357700000000000000e+04,7.300000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.190423000000000000e+06,1.419740000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.113400000000000000e+04,4.436575000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,3.106100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,3.900000000000000000e+01,0.000000000000000000e+00,1.054000000000000000e+03,9.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.749340000000000000e+05,6.963200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,4.873800000000000000e+04,3.656590000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,2.096600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.480000000000000000e+02,0.000000000000000000e+00,1.090000000000000000e+02,5.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.383900000000000000e+04,1.461900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,5.086000000000000000e+03,7.465700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,6.544000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.190000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+02,0.000000000000000000e+00,3.200000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.017000000000000000e+03,1.203300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.780000000000000000e+02,2.604000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.479880000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.590000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.430000000000000000e+02,1.457150000000000000e+05,2.030430000000000000e+05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.210000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.026590000000000000e+05,8.940000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.451300000000000000e+04,6.349100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.518900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.164000000000000000e+03,0.000000000000000000e+00,2.160000000000000000e+02,1.030543000000000000e+06,0.000000000000000000e+00,4.400000000000000000e+01,8.300000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.147500000000000000e+04,1.901000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.385050000000000000e+05,8.093200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,5.050400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01,0.000000000000000000e+00,1.483000000000000000e+03,8.383120000000000000e+05,0.000000000000000000e+00,8.122000000000000000e+03,1.100000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.594000000000000000e+03,5.917000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.535000000000000000e+03,1.601000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,4.433200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.003090000000000000e+05,0.000000000000000000e+00,4.650000000000000000e+02,1.810000000000000000e+03,0.000000000000000000e+00,1.932000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.961900000000000000e+04,7.315000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.710000000000000000e+02,1.793000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.232800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+01,0.000000000000000000e+00,9.609500000000000000e+04,1.291200000000000000e+04,0.000000000000000000e+00,4.620000000000000000e+02,0.000000000000000000e+00
