6.864243000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.712945100000000000e+07
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.892325000000000000e+06,2.285000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.240400000000000000e+04,7.922000000000000000e+03,5.425800000000000000e+04,7.600000000000000000e+01,0.000000000000000000e+00,2.979900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.753940000000000000e+05,0.000000000000000000e+00,2.690000000000000000e+02,3.600000000000000000e+02,2.951500000000000000e+04,3.890000000000000000e+02,1.000000000000000000e+00,5.300000000000000000e+01,6.711000000000000000e+03,1.247400000000000000e+04,1.180000000000000000e+02,6.397000000000000000e+03,1.298840000000000000e+05,1.416000000000000000e+03,9.460000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.090104300000000000e+07,4.468100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.840097000000000000e+06,1.812070000000000000e+05,9.672820000000000000e+05,1.300000000000000000e+01,0.000000000000000000e+00,9.931200000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.362917000000000000e+06,1.105000000000000000e+03,4.279700000000000000e+04,2.357500000000000000e+04,1.299100000000000000e+04,3.719000000000000000e+03,1.480000000000000000e+02,3.000000000000000000e+01,2.005950000000000000e+05,1.347688000000000000e+06,1.086300000000000000e+04,3.550310000000000000e+05,4.448010000000000000e+05,9.510000000000000000e+02,7.905100000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.490390000000000000e+05,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.951590000000000000e+05,8.771000000000000000e+03,8.743300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.335600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.162410000000000000e+05,0.000000000000000000e+00,2.521000000000000000e+03,1.206000000000000000e+03,1.334000000000000000e+03,1.268000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,4.882000000000000000e+03,5.311800000000000000e+04,1.276000000000000000e+03,2.137600000000000000e+04,2.865400000000000000e+04,1.700000000000000000e+01,4.105000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.080802000000000000e+06,1.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.308575700000000000e+07,4.122200000000000000e+04,5.429250000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.828660000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.825400000000000000e+05,2.010000000000000000e+02,4.236000000000000000e+03,4.907000000000000000e+03,1.149000000000000000e+03,5.960000000000000000e+02,6.000000000000000000e+00,0.000000000000000000e+00,2.518100000000000000e+04,2.245590000000000000e+05,2.015000000000000000e+03,1.059290000000000000e+05,7.924300000000000000e+04,3.400000000000000000e+01,3.756600000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.215970000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.351000000000000000e+03,2.370000000000000000e+04,4.764150000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,4.097300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.756000000000000000e+03,0.000000000000000000e+00,7.000000000000000000e+00,2.630000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.060000000000000000e+02,1.850600000000000000e+04,0.000000000000000000e+00,4.990000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.260000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.840658000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.962060000000000000e+05,1.911700000000000000e+04,1.224328900000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,6.482590000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.564710000000000000e+05,0.000000000000000000e+00,5.066000000000000000e+03,1.287600000000000000e+04,1.100000000000000000e+02,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.513700000000000000e+04,8.536220000000000000e+05,1.163000000000000000e+03,1.299990000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.199200000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.360900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.064400000000000000e+04,1.029000000000000000e+03,8.401900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.357000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.892200000000000000e+04,0.000000000000000000e+00,7.600000000000000000e+01,1.290000000000000000e+02,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.640000000000000000e+02,2.128600000000000000e+04,0.000000000000000000e+00,2.526000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.330000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.699745000000000000e+06,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.588910000000000000e+05,3.181490000000000000e+05,3.057132000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,6.461808000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.494092000000000000e+06,1.005000000000000000e+03,1.531620000000000000e+05,7.899400000000000000e+04,4.932000000000000000e+03,5.974000000000000000e+03,3.500000000000000000e+02,3.000000000000000000e+00,1.122570000000000000e+05,2.173253000000000000e+06,4.747600000000000000e+04,9.166690000000000000e+05,4.778000000000000000e+04,1.188600000000000000e+04,2.703800000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.252200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.400000000000000000e+02,1.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.410000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.338000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.521900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
